,datetime,lat,lon,incident,region
235,2024-04-09T18:00:00.000Z,50.71828747584158,-115.24447465777978,0,Central Rockies
236,2024-04-09T15:31:31.000Z,49.39177933101041,-124.91187269799659,0,Vancouver Island
237,2024-04-09T15:30:00.000Z,49.43350291418085,-115.09374280972152,0,South Rockies
238,2024-04-09T13:15:00.000Z,52.186989559560516,-117.13333791755602,0,Central Rockies
239,2024-04-09T10:00:00.000Z,49.93992047955359,-124.17676610531564,0,Southwest Coast
240,2024-04-09T07:00:00.260Z,50.07128822276741,-115.03728510857093,0,South Rockies
241,2024-04-08T20:00:00.369Z,53.256500610212385,-120.24012645715973,0,Cariboos
242,2024-04-08T19:00:00.000Z,50.731068606692844,-115.26415080632592,0,Central Rockies
243,2024-04-08T15:55:00.000Z,50.07871286615696,-115.57163035932183,0,South Rockies
244,2024-04-08T00:00:00.425Z,51.62654928532737,-116.45813771464839,0,Central Rockies
245,2024-04-08T00:00:00.425Z,51.62654928532737,-116.45813771464839,0,Central Rockies
246,2024-04-08T00:00:00.425Z,51.62654928532737,-116.45813771464839,0,Central Rockies
247,2024-04-08T00:00:00.425Z,51.62654928532737,-116.45813771464839,0,Central Rockies
248,2024-04-08T00:00:00.425Z,51.62654928532737,-116.45813771464839,0,Central Rockies
249,2024-04-08T00:00:00.000Z,59.7082,-135.12023,0,Yukon
250,2024-04-07T23:00:00.000Z,49.24843,-125.32133,0,Vancouver Island
251,2024-04-07T20:00:00.000Z,49.0389466769511,-117.07123710441451,0,Selkirks
252,2024-04-07T20:00:00.000Z,50.03471,-122.90277,0,Southwest Coast
253,2024-04-07T20:00:00.000Z,49.3915,-122.94342,0,Southwest Coast
254,2024-04-07T20:00:00.000Z,59.67977,-135.18718,0,Yukon
255,2024-04-07T19:06:00.000Z,52.187146710864994,-117.1832767529684,0,Central Rockies
256,2024-04-07T19:00:00.838Z,49.605625485086705,-121.17520763348949,0,Southwest Coast
257,2024-04-07T19:00:00.000Z,51.7011993180171,-116.50228065351817,0,Central Rockies
258,2024-04-07T19:00:00.000Z,59.66926446690783,-135.12940957500896,0,Yukon
259,2024-04-07T18:30:00.000Z,59.70286259267945,-135.12898874891155,0,Yukon
260,2024-04-07T18:00:00.000Z,49.748253968147225,-118.94514406207483,0,Monashees
261,2024-04-07T18:00:00.000Z,51.595966955689676,-116.52619646594582,0,Central Rockies
262,2024-04-07T17:00:00.000Z,51.39335,-116.23797,0,Central Rockies
263,2024-04-07T16:45:00.000Z,56.06044,-129.85867,0,Northwest Coast
